Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
QCL,Crops and livestock products,9,Argentina,5510,Production,515,Apples,2008,2008,tonnes,950000,F,FAO estimate
QCL,Crops and livestock products,9,Argentina,5510,Production,515,Apples,2009,2009,tonnes,894000,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,515,Apples,2010,2010,tonnes,720000,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,515,Apples,2011,2011,tonnes,1150000,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,515,Apples,2012,2012,tonnes,1050000,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,515,Apples,2013,2013,tonnes,970000,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,515,Apples,2014,2014,tonnes,711052,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,515,Apples,2015,2015,tonnes,693275,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,515,Apples,2016,2016,tonnes,458908,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,515,Apples,2017,2017,tonnes,458908,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,515,Apples,2018,2018,tonnes,510478,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,515,Apples,2019,2019,tonnes,537640,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,515,Apples,2020,2020,tonnes,535797,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1961,1961,tonnes,11649,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1962,1962,tonnes,47250,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1963,1963,tonnes,36380,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1964,1964,tonnes,65500,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1965,1965,tonnes,37000,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1966,1966,tonnes,103760,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1967,1967,tonnes,129616,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1968,1968,tonnes,53360,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1969,1969,tonnes,140900,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1970,1970,tonnes,223440,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1971,1971,tonnes,224800,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1972,1972,tonnes,312700,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1973,1973,tonnes,352160,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1974,1974,tonnes,399400,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1975,1975,tonnes,373900,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1976,1976,tonnes,277500,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1977,1977,tonnes,220000,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1978,1978,tonnes,128700,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1979,1979,tonnes,144000,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1980,1980,tonnes,146200,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1981,1981,tonnes,77000,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1982,1982,tonnes,88700,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1983,1983,tonnes,126100,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1984,1984,tonnes,161000,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1985,1985,tonnes,163400,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1986,1986,tonnes,190000,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1987,1987,tonnes,243000,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1988,1988,tonnes,323600,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1989,1989,tonnes,209937,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1990,1990,tonnes,200558,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1991,1991,tonnes,194200,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1992,1992,tonnes,182680,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1993,1993,tonnes,181220,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1994,1994,tonnes,142190,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1995,1995,tonnes,171084,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1996,1996,tonnes,117350,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1997,1997,tonnes,160800,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1998,1998,tonnes,172850,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,1999,1999,tonnes,175000,F,FAO estimate
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2000,2000,tonnes,175000,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2001,2001,tonnes,174845,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2002,2002,tonnes,180000,F,FAO estimate
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2003,2003,tonnes,175719,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2004,2004,tonnes,175418,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2005,2005,tonnes,177058,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2006,2006,tonnes,181000,F,FAO estimate
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2007,2007,tonnes,182000,F,FAO estimate
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2008,2008,tonnes,180000,F,FAO estimate
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2009,2009,tonnes,170000,F,FAO estimate
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2010,2010,tonnes,171039,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2011,2011,tonnes,174901,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2012,2012,tonnes,175203,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2013,2013,tonnes,175334,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2014,2014,tonnes,175891,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2015,2015,tonnes,176076,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2016,2016,tonnes,176237,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2017,2017,tonnes,176294,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2018,2018,tonnes,176040,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2019,2019,tonnes,176238,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,486,Bananas,2020,2020,tonnes,176436,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1961,1961,tonnes,2600,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1962,1962,tonnes,2300,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1963,1963,tonnes,2350,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1964,1964,tonnes,1870,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1965,1965,tonnes,2170,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1966,1966,tonnes,1760,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1967,1967,tonnes,1800,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1968,1968,tonnes,1860,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1969,1969,tonnes,1370,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1970,1970,tonnes,1900,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1971,1971,tonnes,1860,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1972,1972,tonnes,2800,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1973,1973,tonnes,990,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1974,1974,tonnes,2660,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1975,1975,tonnes,3030,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1976,1976,tonnes,2070,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1977,1977,tonnes,2400,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1978,1978,tonnes,2300,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1979,1979,tonnes,2700,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1980,1980,tonnes,3000,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1981,1981,tonnes,2700,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1982,1982,tonnes,1400,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1983,1983,tonnes,5000,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1984,1984,tonnes,5750,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1985,1985,tonnes,6700,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1986,1986,tonnes,3100,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1987,1987,tonnes,2300,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1988,1988,tonnes,5200,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1989,1989,tonnes,5800,,Official data
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1990,1990,tonnes,5500,F,FAO estimate
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1991,1991,tonnes,5600,F,FAO estimate
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1992,1992,tonnes,5700,F,FAO estimate
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1993,1993,tonnes,5800,F,FAO estimate
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1994,1994,tonnes,6000,F,FAO estimate
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1995,1995,tonnes,6061,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1996,1996,tonnes,6162,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1997,1997,tonnes,6264,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1998,1998,tonnes,6500,F,FAO estimate
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,1999,1999,tonnes,6446,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2000,2000,tonnes,6505,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2001,2001,tonnes,6561,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2002,2002,tonnes,6800,F,FAO estimate
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2003,2003,tonnes,6668,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2004,2004,tonnes,6700,F,FAO estimate
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2005,2005,tonnes,6731,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2006,2006,tonnes,6750,F,FAO estimate
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2007,2007,tonnes,6800,F,FAO estimate
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2008,2008,tonnes,6894,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2009,2009,tonnes,6993,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2010,2010,tonnes,7576,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2011,2011,tonnes,7070,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2012,2012,tonnes,6500,F,FAO estimate
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2013,2013,tonnes,6940,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2014,2014,tonnes,7087,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2015,2015,tonnes,7115,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2016,2016,tonnes,7176,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2017,2017,tonnes,7259,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2018,2018,tonnes,7266,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2019,2019,tonnes,7300,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,9,Argentina,5510,Production,531,Cherries,2020,2020,tonnes,7335,Im,FAO data based on imputation methodology
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,1992,1992,tonnes,68800,*,Unofficial figure
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,1993,1993,tonnes,25300,*,Unofficial figure
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,1994,1994,tonnes,65900,*,Unofficial figure
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,1995,1995,tonnes,75500,*,Unofficial figure
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,1996,1996,tonnes,80400,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,1997,1997,tonnes,49470,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,1998,1998,tonnes,40700,*,Unofficial figure
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,1999,1999,tonnes,23522,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2000,2000,tonnes,23230,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2001,2001,tonnes,35380,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2002,2002,tonnes,35200,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2003,2003,tonnes,52800,*,Unofficial figure
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2004,2004,tonnes,63504,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2005,2005,tonnes,90798,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2006,2006,tonnes,96268,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2007,2007,tonnes,111836,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2008,2008,tonnes,117199,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2009,2009,tonnes,120844,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2010,2010,tonnes,56487,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2011,2011,tonnes,77602,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2012,2012,tonnes,110289,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2013,2013,tonnes,111946,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2014,2014,tonnes,132627,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2015,2015,tonnes,126995,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2016,2016,tonnes,62574,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2017,2017,tonnes,116051,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2018,2018,tonnes,109939,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2019,2019,tonnes,81674,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,515,Apples,2020,2020,tonnes,84676,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,1992,1992,tonnes,,M,Data not available
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,1993,1993,tonnes,,M,Data not available
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,1994,1994,tonnes,,M,Data not available
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,1995,1995,tonnes,,M,Data not available
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,1996,1996,tonnes,3600,*,Unofficial figure
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,1997,1997,tonnes,2700,*,Unofficial figure
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,1998,1998,tonnes,4300,*,Unofficial figure
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,1999,1999,tonnes,3500,*,Unofficial figure
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2000,2000,tonnes,3000,*,Unofficial figure
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2001,2001,tonnes,2000,*,Unofficial figure
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2002,2002,tonnes,2800,*,Unofficial figure
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2003,2003,tonnes,2300,*,Unofficial figure
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2004,2004,tonnes,3635,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2005,2005,tonnes,5059,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2006,2006,tonnes,6763,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2007,2007,tonnes,3901,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2008,2008,tonnes,6598,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2009,2009,tonnes,7682,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2010,2010,tonnes,1672,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2011,2011,tonnes,7532,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2012,2012,tonnes,10113,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2013,2013,tonnes,10212,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2014,2014,tonnes,9090,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2015,2015,tonnes,14366,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2016,2016,tonnes,12059,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2017,2017,tonnes,8414,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2018,2018,tonnes,12517,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2019,2019,tonnes,12813,,Official data
QCL,Crops and livestock products,1,Armenia,5510,Production,531,Cherries,2020,2020,tonnes,10927,,Official data
